index,group,report_text
preciv388,0,"we follow the cairo delta of the day, the following account of lynching scrape in hickman, nj which illustrates fully the evil effects of people in community of laws taking the law into their own hands. it should be a lesson to those who forget their allegiance to the regulations which protect their lives and property. several weeks since a gentleman in hickman had over three thousand dollars stolen from him. just when he was on the point of visiting a distant place the money had been placed, we believe, in a carpet bag, and that deposited for brief time in a box under his counter of his store and covered with rubbish it was stolen and a man living in the same house was suspected."
preciv389,0,"the united states cannot too soon send out strong government to keep the loose population in order. murders are becoming rather frequent at the mines. a family of eight, murdered a few days ago, and the persons who committed the act, five runaway sailors or volunteers, were lynched by hanging a few hours after. the population of this place is orderly except when a large party comes in from the mines with plenty of gold, and even then they conduct themselves as well as could be expected. commodore jones is here in the ohio, in company with the mary. he will remain from two to three months but will keep the ships cruising."
preciv39,0,"murder-the hydraulic press learns from a private dispatch, that on wednesday, at carson city, alex. heating was then being tried before judge lynch for the unprovoked murder of one of the city watchmen that"
preciv390,0,"the owner of the house soon returned, and finding what had been done, commenced an assault upon them, and beat them severely with a hoop pole. the two fled to their boarding house. subsequently, a number of persons assembled and went to the tavern where hamer and ray were in bed, took them out, and after severely lynching them, put them into a skiff and sent them over to this city. it is said that the skiff was bored full of holes, and that they only gave them a couple of sticks to work their way over on this side. the irishman, ray, having made the most resistance, was worse beaten than hamer. they succeeded in reaching this side, and since then, ray has died of the injuries received."
preciv391,0,"oj wilkinson, who poisoned the wedding party in shelby county, texas, not long since, has been executed in due form under the lynch code, by the people."
preciv392,0,"lynch law in arkansas. the overseer of col. walworth, rich planter of chicot county, ark was murdered about a year ago, by one of his slaves, who was tried and convicted of the offense, but subsequently obtained a new trial. the populace, fearing he would thus escape punishment, took the law into their own hands, and on the 4th inst. mob repaired to the jail cut down the door, notwithstanding the remonstrance and resistance of the sheriff, entered the prison and forcibly took the prisoner, led him forth with halter round his neck, and in cold blood hung him to a tree within 100 yards of the jail."
preciv395,0,"murder in arkansas-lynch law. on the night of the 22nd ult., a most cowardly murder was perpetrated on the wife of shadrack nichols and their daughter, aged eight years, and son four years old, on hickory bridge, a short distance from helena, arkansas, while mr. nichols was on a hunting expedition. suspicion fell on melson, a yellow boy, belonging to mr."
preciv396,0,"as is usually the case after the murder, they all fled to upper missouri. atkins was to stay until one should write them whether they were mistrusted. a fictitious letter was written to akin that the murderers of davenport were pursued, and that he would be lynched if it was found he was harboring them, but no names were called. big davis is in that region. either aiken or davis turned them in another direction. they then stole a horse each, traveled nights and slept days, and arrived in st."
preciv396,1,"finding that they would be in lower sandusky together, he went ahead of them and made arrangements for their capture. he arrived in the morning and they were passengers in the southern stage that night. just as they were about to be arrested, a notorious blackleg, purely from sympathy and without the least acquaintance with them, stepped up to birch and said, 'you are going to be lynched.' his name is rich, and he ought to be in the state prison. no sooner was this said than birch tore off the watch chain and threw it away. this was seen and the chain found, answering col."
preciv396,2,"this has been the usual course in such cases. this long is the one who robbed frink & walker's stage awhile ago and fox boasts that he and birch did the very act for which bliss was sent to prison. when they heard that bridge had been lynched, birch immediately said, 'that's the death i shall die,' and cried. he continued, 'i have done a great many bad things on rock river; the people are prejudiced against me. i never killed anyone. i want a fair trial."
preciv397,0,"louis showed birch the first article about him. as usually the case after the murder they all fled to upper missouri to atkins to stay until some should write them whether they were mistrusted. a fictitious letter written to akin that the murderers of davenport were and that he would be lynched if he found harboring them; but no names were called big davis was and is now in that region. either akin davis turned them in another direction days and run to st. louis. there certain blackleg tavernkeeper showed birch the democrat and they fled to lebanon, illinois."
preciv397,1,"should trial be forced, they will necessary witness is absent and cannot be had say davis, aiken, some other wretch, by whom they expect to prove an alibi. trial still forced then they may have the luck to find some of their accomplices, yet undetected willing to perjure themselves and that they saw them where else that day this has been the usual course such cases this long is the one who robbed frink walkers stage awhile ago and fox says that he and birch did the very act for which bliss was sent to prison. when here, they told that bridge had been lynched birch immediately said:' that's the death i shall die' and almost cried lie continued,:' / have done a great many bad things on rock river; the people are prejudiced against me; i have killed any one; want fair trial. do write to knox to defend me; do let stay here until the excitement is over don't want the people to kill me- but they will do it, if am carried there now sc. but long reproved him and told him to stop his whining saying i am not afraid i've done nothing to trouble me- maniac coward and could easily be- heightened by fear of the lynches, to confess all his dark deeds. but doubt is whether long would confess even on the gallows. we would not be at all surprised if birch should turn state's evidence this is his first arrest. but long has been arrested often and has always escaped that nothing need be expected from him but the daring acts to break away."
preciv398,0,"trade of st louis-number of river boats-abolitionists and abolition of judge lynch-post office holders-political parties-the situation in the west. why don't you have regular correspondent in our growing and prosperous city-one who would represent correctly the views of our citizens, upon the various questions that arise, and enlighten the benighted of the east. it is really amusing to hear what opinions are formed of the west by citizens of the east. a writer in the herald, who calls himself wag, and who has wagged away up into iowa speaking of st."
preciv398,1,"and were they to see our accomplished, gayly attired ladies, as they promenade our several streets and avenues, they would not ask what kind of dresses are worn by st. louis ladies. another writer, who asks permission to address few lines to the herald from the city of mounds in speaking of those who assist the slaves in escaping says-if one of those agents should be caught, depend upon it he would have justice meted out to him, without fear, favor or partiality, from that eccentric old gentleman, judge lynch. the writer may wish to see such persons strung up, but when he speaks of our citizens wishing such punishment meted out to them, he greatly misrepresents them. while we hold the man who entices the slave from his master in utter contempt, and would gladly use every legal means to have the fiend arrested still we have abiding confidence in the laws of our state, and place implicit reliance in the officers to enforce them, and believing that the punishment is sufficient to bring those fanatics their senses without calling in the aid of that eccentric old gentleman. we have given strong evidence that no more lynching shall be done within our city, in the instance of those black villains who sent two amiable and much beloved young men to their untimely grave and fired the building of collier & morrison, at which fire a man lost his life. the inhuman beings had fair and impartial trial, were convicted lawfully, and their lives were demanded as appeasement of violated law. let no one name lynch law favorite of the st. louisans after our having given ample proof to the contrary. the act that has cast reflection upon city, by the barbarous treatment to slave some years ago, who dispatched two worthy citizens and sent them to their account unhousel’d unanneald, - has been condemned in the strongest manner, and at this day pretends to justify the rash act, though all believe he deserved death. in the interior counties there are such lot of vagabonds, counterfeiters, horse stealers, and all manner of rascals, that it is bring forward some of their own gang, who have no regard to the solemnities of an oath, and by them prove an alibi and thereby escape merited punishment."
preciv399,0,"lynch law.-we are told that a man of wife and family, in the town of haverstraw, rockland county, was rode upon a rail about a mile by some of his neighbors, on saturday evening last, for having manifested unbecoming friendship with other women of the neighborhood. only underdone."
preciv4,0,"a revolutionary soldier lynched. a hatteras correspondent of the new york tribune says: 'a lady just from wilmington, north carolina, tells me that when the news of the federal victory at hatteras arrived there, a company of men were assembled in a store and extolling the secession flag, when an old revolutionary soldier (the only one known to be living in north carolina) interfered, and asked the secessionists if they knew how much the stars and stripes cost? he said he did, for he fought under them and saw them when first raised, and that he would never recognize another. at this, he was taken, his head half shaved, plaster put on, and the plaster covered with tar, and the tar with feathers, and then he was hurled into the street.'"
preciv40,0,"lynch law in washington cove learn that a negro confined in jail at fayetteville, charged with murdering his master, was forcibly taken out by a party last saturday, and hung. we have no further particulars."
preciv400,0,"it is reported a man was discovered in a very equivocal position beneath the ladies' retiring room at fulton ferry and on monday afternoon a party of shameless vagabonds entered the same apartment, while a number of ladies and gentlemen were present. one of the gang went out on the ferry. he was very promptly subjected to lynch law process by the gentlemen who had the ladies in charge, and his sufferings were of such an intolerable description that he will undergo a similar ordeal. probable recovery money - about a fortnight ago a gentleman residing in providence, rhode island lost from his pocket a wallet containing $500 in small bills and upwards of a thousand dollars in checks and promissory notes. although he offered a liberal reward for the recovery of the property he could not learn anything satisfactory of its whereabouts until a day or two since when he received the gratifying intelligence that the police had obtained a probable clue to the recovery of a great portion of it. it is deemed advisable for the purposes of justice to withhold particulars for the present."
preciv401,0,"'yes, gentlemen,' resumed the fiery judge, 'it may seem like desperate doctrine, but what except desperation is left us; the crisis must come! my slave is my property, guaranteed to me by the constitution; if massachusetts sanctions the seizure of our niggers, who shall cry shame on louisiana, should she retort upon their ships?' another cheer of approval further stimulated the speaker, who rushed into vehement relation of several other abolition outrages, which led to certain stories of southern vengeance upon abolition agents; sort of vindictive frenzy spread among the company; fresh drinks were called in; 'lynching' was theme upon which all were eloquent, and well-known cases of punishment under that summary code, were repeated, commented and gloated on with savage enjoyment which promised rough fate for the next tract distributor who might be caught by any of the party. during this time the 'colonel,' though evidently of kindred sentiments with the company, had preserved his equanimity; he smoked a cigar deliberately, listened to the different speakers with an assenting smile, or, may be, 'just so, doctor' or 'quite correct, gentlemen' but, finally, after the relation of retaliating capture and execution under horribly exciting circumstances, he, in mild tones, and with an aspect that indicated anything but ferocity signified his intention to relate a little circumstance himself. 'i'm not a passionate man gentlemen,' said he, drawing up his legs slowly, and adjusting his vast bulk in the chair; 'i'm rather calm man, and apt to be at poquito upon rather, but i go in for lynch law some, for all that. i had a little case of my own with one of these abolition gentlemen, once, and i acted up the law fully on my honor, i did gentlemen. i'm a family man, gentlemen, and a friend who comes to see me, or stranger wishing to put up, an honest-looking white man always finds my house his home while i, it. keep servants to wait on them, purposely, i do gentlemen, and treachery under such circumstances is a mean thing--it's not white man's act, gentlemen."
preciv402,0,"lynching murderer. a few days since, says the shreveport gazette of the 2nd instant, the town of jefferson, in harrison county, texas, a man whose name we have not heard, and william perry, who formerly lived in this place and was a house carpenter, were engaged in a fight about a woman. a man named clark, who, we have been informed, worked here at one time at the tailoring business, stepped up and shot perry, which has since resulted in his death. clark, after the commission of the act, left jefferson and came to the vicinity of shreveport."
preciv403,0,"end of a miscreant. - the last pensacola gazette gives an account of the apprehension of a man of the name of avant, and one of his confederates named powers, near apalachicola. they were subsequently, taken to marianna in jackson county, where they were hanged on friday, the 20th inst, without the form of trial, and notice was at the same time given to four gentlemen of the blackleg order, that if they were found in the place after the lapse of ten hours, they should share the same fate. if anything can palliate the atrocity of lynch law, the circumstances connected with one of these wretches would almost justify this mode of punishment. avant, a monster in human form, and his life, for series of years, had been marked by crimes of the deepest dye. he went to pensacola some years ago, a fugitive from justice from the state of alabama, where he had murdered a sheriff. he had not been long in florida before he attempted the assassination of a citizen, and being obliged to fly, proceeded to marianna, where he was concerned in the murder of another officer."
preciv404,0,"lynch law. the last pensacola gazette gives an account of the apprehension of a man of the name of avant, and one of his confederates named rovers, near apalachicola. they were subsequently taken to mariana in jackson county, where they were hanged on friday the 26th inst, without the form of a trial. notice was at the time given to four gentlemen of the blackleg order that if they were found in the place after lapse of ten hours they should share"
preciv405,0,"john tyler and his lady, and the hon. caleb cushing, were at old point comfort, va, on thursday. george hilliard was lynched at lawrenceville, n.c. a few nights since. theatricals. the orphean family gave concert last evening. dr."
preciv406,0,"widerwas and mr. van eten his hired and tarred them and either were maltreated and abused them. they then commanded mr. to leave the premises, which he agreed to do, having no disposition to deal with the people who governed by lynch law. hudson gaz may 20. recovery of stolen goods during the early part of last month mercantile house in new orleans was defrauded of an amount of goods valued at $1,000 since which time henry j. chilman and william h."
preciv408,0,"at natchez, capt. rynders figured extensively and always as a leader of every circle in which he chanced to be, whether in bar room or ballroom, at the theatre or the course, at meetings religious or political. on one occasion a young man, a stranger to him, was, for some cause, believed to be unjustifiable, seized by the mob, who had resolved on summarily lynching him. capt. rynders promptly and enthusiastically resolved that they should do no such thing. he immediately raised a small party of fifteen or twenty friends, rushed in among the lynchers, and with bowie knife in one hand and pistol in the other, rescued the young man from his frightful situation, and bore him off to safety."
preciv409,0,"on saturday last, the day of sale, the mob collected, using threats of violence against anyone who would bid for the property. they were about one hundred strong. the property was put up for sale, and a young man, resident of our town, bid for it, when the whole mob rushed upon him with cries of kill him. / ""kill him,"" ""lynch him."" etc. i had forgotten to tell you that they had provided a rail to ride, the bidder on he was seized by about a dozen of them, who no doubt would have put their threats into execution, but for the timely exertions of some of his friends who forced him into the clerk's office, and thereby saved his life. the collector himself received a blow with a stone, and was considerably injured a venerable magistrate of our town, who used his utmost efforts to preserve the peace, was cursed and abused by one of these fiends in human shape, cowardly ruffian, who would be disgrace to the penitentiary and asked, with an oath, what business he had to interfere you will doubt wonder where the sheriff was all this time; will answer that he was on the ground and commanded the peace and tried to interfere but he was a small man, and of course could do nothing in such mob as that. but you will ask do not know."
preciv41,0,"an abolitionist lynched - an abolitionist, whose name we did not learn, was detected in the act of stealing a couple of negroes in the vicinity of grand junction, and was taken by a number of citizens, whipped with two hundred stripes, and coated with tar and feathers. he was then permitted to run at large. memphis appeal"
preciv410,0,"h. mcdonald esq they held to bail to keep the peace. lynching on saturday evening, 31st ult., at the head of vine street, pittsburgh, some countrymen were encamped with their wagons and had built a fire and prepared their suppers when a man came along and assaulted them and their fixtures, by upsetting things and making a mess generally a few rods distant he met a little old woman who was leading on the ground and he shot at them but luckily without taking effect. he was promptly restrained, rushed on and bound him fast by a gentleman who was passing horseback on the scene and joined the party who were deliberating what to do with the villain. they them the free of it until nothing left but six inches of the handle, and after a few moments they concluded to give him lynch law. they commenced at his feet and whipped up his neck lay prostrate on the ground, then back and then up again the marks being about an inch apart. after rolling his body three times and operating in this way all over him, giving him about three hundred lashes he permitted to go to stay as he pleased. he sneaked off rather worse for this says the pittsburgh commercial."
preciv411,0,"for sparing him, because he confessed, but a large majority voted to hang him; and the next day they were all executed. we have no space for comment on this cold-blooded murder of unsuspecting and innocent men for plunder by men pretending to be civilized. if judge lynch can be justified for condemning and executing any criminals, his justification is here, for such men were not entitled to trial according to civilized usage."
preciv412,0,"judge lynch.-four men, rhea, mitchell white, and jones, were tried and condemned before his honor, chief justice lynch, on the 18th inst, at south sulphur, texas, for killing two men and one boy of the delaware tribe of friendly indians. they were executed, under said sentence the next day, in the presence of a large number of persons. the case was very aggravated, the murders were committed in violation of the laws of god and man and of nations, and so was the hanging. we are pleased to discover that the spirit of mob-law has found its way into texas, and hope it never will return again to this country."
preciv413,0,"citizens of the place acted at the suggestion of the guard, and what they did tended only to regulate and moderate the severity of the chastisement. if it was in our opinion case of 'lynching' we would hurl at it as bitter maledictions as are to be found in our english vocabulary--we would not justify or excuse it in any set of men. but, in custody of the guard, they had right to make them obedient, and to this extent are justifiable. we think it but due to candor that the enquirer should state the facts, as they are, and the public will judge fairly of the character of the transaction. the above is a full and fair statement of all the agency of the citizens of this county in the matter."
preciv414,0,"'lynching in panola.' under the head of 'lynching in panola,' the memphis enquirer of the 11th inst doubtless through misinformation, makes a misstatement of facts. we allude to the case of 'ferguson,' lately arrested for kidnapping the two little girls, and stealing negro from a gentleman in holmes county. the following paragraph embodies the misstatement alluded to: 'after the two fiends were taken they were handcuffed and brought back to panola. the citizens hearing the circumstances, and fearing that they might in some way escape the punishment due their crimes, organized themselves into an extra judicial tribunal, and appointed a jury of twelve men, who sentenced them to be severely cowhided, the sentence to be executed the one upon the other."
preciv414,1,"such citizens as happened to be present (call it jury or what you will) decided that the prisoners should whip each other, fifty lashes each; provided the effect of such whipping should not be in any manner to disable them from travelling. this sentence was only in part executed, the negro whipping so hard that it was thought prudent to stop him. the enormity of the crime perpetrated jointly by the white man and negro was such doubtless as to produce strong feeling, but it did not manifest itself on the part of the citizens of this place in the irrational excitement which usually attends lynching operations. if it be regarded as a case of lynching, the gentlemen who guarded the prisoners,"
preciv415,0,"to murder prisoners in cold blood when they are in custody and when there is nothing to prevent their being punished to the full extent of their crimes according to law, is utterly inexcusable. but when mob raised and excited it knows no bounds, no moderation, but reason and law are both disregarded. we have often expressed the belief that mobs and lynch law are improper under all circumstances, and should not be justified, excused, or tolerated under any circumstances, and every outbreak confirms the correctness of this opinion. joe smith was under arrest, with public sentiment strongly setting against him, there was the most ample opportunity to convict and punish him legally and severely. and in the st. louis democrat, we find the following: from all the facts now before us, we regard these homicides as nothing less than murder in cold blood-murder against the plighted faith of the chief magistrate of illinois-murder of a character so atrocious and so unjustifiable, as to leave the blacklist stain on all its perpetrators-their aiders, abettors, and defenders."
preciv416,0,"promising that, up to the last moment of going to press, the accounts continued to be contradictory and unsatisfactory, we proceed to give our readers all we yet know upon the subject, reserving comment for our next, when the real facts will be known. our extra of yesterday morning, containing the story as told by the quincy wing, and which we forwarded to our exchanges, we will say, though, does no sort of justice in the case. joe smith has been 'lynched,' while under the protection of gov ford and the facts: according to the quincy account 'the carthage greys,' a volunteer company, were placed as guard around the carthage jail. about 6 o'clock last evening (the 27th) an attempt was made by the mormons on the outside to rescue the mormon prisoners from the custody of the guard. a youth about nineteen years of age (a mormon) began the fray, by shooting the sentinel at the door, and wounding him severely in the shoulder. simultaneously, with this attempt, the mormons on the inside of the jail, including the smiths, presented pistols through the windows and doors of the jail, and fired upon the guard without, wounding mortally, it is supposed, four of the old citizens of hancock!"
preciv417,0,"terry had been on a visit to his son in this city, and a few days since was walking in our streets in his usual health. he has filled many eminent stations in public life and was highly respected as a citizen and civilian. murder and lynch law in mississippi. the natchez courier of the 18th inst. contains the particulars of an atrocious murder in jefferson county, miss. with the summary execution of two of the murderers. it seems that mr. vim boyd, a planter living near torry's store, was about to correct one of his negroes for some offense, when the fellow turned upon his master and was about to overpower him."
preciv418,0,"the bill fixes the price of the delaware divisions at two and a half millions of dollars. philad. lynch law.-the negro, who murdered the german shoemaker and his wife the other day near herculaneum, missouri, was hung by the sovereign people on tuesday last, according to the code of judge lynch. lou. jour. march j. washington march 6."
preciv419,0,"negro, a fiend, truly, who deserved the utmost severity of the offended laws, was hurried from the county jail of this county, and burnt at the stake - and not even a bill of indictment was found by our grand jury against the well-known participants in the act. recently, a respited criminal was taken from the jail of a neighboring county, and executed by the populace - and we have heard of legal proceedings against the leaders of the mob. in the counties bordering on the western frontier, the lynching process, for years has competed with the civil, almost to the exclusion of the latter - a fact notorious in those regions, and which the writer is prepared to prove. last winter, a stranger was shot in buchanan county, in endeavoring to escape from flogging, the penalty of a suspicion of being connected with counterfeiters and no investigation made of the matter. in independence, recently, it was declared by two of the most influential citizens of that place, that had they been present when certain of the participants in the chavis affair were arrested, those persons should have been immediately executed - the writer has reason to believe it was no empty declaration. as it was, they were maltreated by the mob; men too, who have since been proven to have had little to do with that transaction - while others were coerced to make statements, under pain of death, which ultimately may convict the innocent."
preciv419,1,"these are facts which can be sustained by irrefragable testimony - and it is but justice when we are considering the causes which lead to the aspersions of constitutional writers, that we should consider them and utter against them our condemnation. to pass them silently over, were to admit the validity of what is not true - that they are the offspring of a form of government which is the interest of the anti-republican to vilify. though lynch law is so common in this country, it is by no means peculiar to it, a fact which our calumniators seem entirely to overlook. in fact, there is reason to believe that the very term is of european origin. in a late work on ireland (thackeray's irish sketch book, p. 70) we are informed, in substance, that 'there is in deadman's lane, galway, ""raw head and bones over door,"" commemorative of the following tragic affair. in 1493, the mayor of galway, james fitzstephen lynch, came to the knowledge of a murder committed by his son, some years before at sea. hereon, the culprit, was arraigned before his own father, and sentenced to death. the clan lynch, however, rose in body to rescue the young man, and avert such a disgrace from their family, but the father, another lucius junius brutus, frustrated their designs by hanging his son with his own hands!' if this case did not give origin to the phrase; it certainly deserved the application. alison himself admits and laments the frequent occurrence of popular outbreaks in europe - that even the hero of waterloo himself was 'reviled by majority of his countrymen, execrated by the mob, narrowly escaping death from their hands.' yet, the existence of misrule in europe cannot apologize for its existence here."
preciv42,0,"a young man, who had taken his passage on a mississippi steamer from memphis, was detected with the captain's watch and valuable masonic mark in his possession, was at once tried by the lynch code convicted and sentenced to receive thirty lashes which were duly inflicted and the thief set ashore at wood pile."
preciv420,0,"we had hoped the day of lynching and lawlessness in this state, was passed; that there was now none in our community so desperate and reckless as to inflict this summary vengeance and punishment upon any individual; yet it has been done. the keeper of the stage stable twelve miles north of lexington, was seized by a party a few days since, and severely whipped. the charge against him was theft whether it be true or false we do not know; but we understand he has borne a good character hitherto, and lived a blameless life, and certain we are that no man should be punished, but by verdict of his peers. the law is strong and if violated, is able to avenge itself."
preciv421,0,"burnly in a similar manner, and her answers agreed in every essential particular with the statements made by the negroes. what aggravates this affair is the fact that the unfortunate woman had but six weeks previously recovered from childbirth and her body is bruised and much hurt from the rough treatment she received while in the hands of the negroes, the prints of whose fingers were visible on her neck. we have ever been, and now are, opposed to any kind of punishment being administered under the statutes of judge lynch, but when we reflect upon what must be the feelings of the husband and father, and the deep anguish which must invade the bosom of the injured wife and outraged mother, due regard for candor and the preservation of all that is held most sacred and all that is most dear to man in the domestic circle of life, impels us to acknowledge the fact that if the perpetrators of this excessively revolting crime had been burnt alive, as was first decreed, their fate would have been too good for such diabolical and inhuman wretches.-gallatin signal, 11th instant"
preciv422,0,"the lynch murder in alabama - the hartford review of saturday states on the authority of a letter from the scene of the tragedy, that warrants have been issued for the arrest of all the parties concerned in the hanging of george w. lore, and that the sheriff has orders to raise sufficient force to ensure their capture. the letter also says that one of the mitchells, who were the accusers of mr. lore, is very strongly suspected of the murder of blake for which lore was three times tried."
preciv423,0,"the kaffir eats his lion for food and the traveler bruce among them ate his lion steak with gusto. at rio janeiro, an ordinary dish is monkey pie and the head of the ape is left to appear above the crust for ornament, in the style of the teeth in our pigeon pie. lynching.-the robbery of mr. robidoux's store led a body of citizens to visit the rendezvous of a gang of counterfeiters at spence's, near jamestown in andrew county. under the operation of lynch law, two or three fellows confessed where the money was to be found. the thieves escaped, and mr. robidoux has offered $1,900 reward for them. strange disclosures-the platte eagle says-are said to have been made to the grand jury of the county of buchanan, about certain gentlemen counterfeiters, which, at the proper period, will be made public."
preciv426,0,"the picayune gives a most dreadful account of the application of the lynch law in the west. it states that a company of armed men in phillips county, (ark) set out in pursuit of a set of counterfeiters and horse thieves, whom they overtook 40 miles below helena, on the mississippi river. they were taken and secured, and the whole number, twenty-seven, were tied hand and foot and drowned in the mississippi at island 69, in the presence of two men; harrod and burges, who, it appears, officiated or at least took an active part in the execution of the sentence. this dreadful account is confirmed by the new orleans picayune of yesterday."
preciv427,0,"lynching.-on the 16th inst, a mob of several hundred men took from the jail of williamstown (ky.,) two persons mays and cook, suspected of the murder of a drover named uuerback. they then erected a scaffold on the spot where the crime was committed, called two priests to shrive the prisoners and hanged them up according to the very letter of lynch law. the affair was creating a great deal of excitement in kentucky. recently in illinois equally summary punishment was inflicted on some gamblers who had committed an atrocious murder. the rascals were pursued several miles and when overtaken at least fifty bullets were lodged in one of them."
preciv428,0,"they still persisted, and he still refused. the boat then stopped to wood, when the men, finding it useless to attempt regaining their money by fair means, resorted to a plan which the gambler undoubtedly thought foul. having gained the consent of the engineer to use the engine, they concocted a plan rather bordering on that code of laws generally known as coming under the especial jurisdiction of judge lynch. they in the first place made one end of a rope fast to the neck of the wondering gambler, while the other was tied to the end of the piston rod, allowing him two or three feet slack. they told him that unless he shelled out their money instantly, they would work the engine, and at the same time that they were not responsible for any injuries he might sustain. loth to give up his gains, the fellow cast one look at the new system of extortion, coolly calculated his chances, and then told them they might ‘work away and be d—d.'"
preciv429,0,"the desperate more desperate, will produce no relief and hopeful of better times must be in a prospect of rulers. since the above was received the following statement: from the southern report. john david of shaft the mob at benz we understand that judge narrowly escaped lynching a few days ago. his offense to the jury and considered likely to introduce him to the court of judge lynch. ruling made his escape and saved his bacon. these events are disgraceful to our country the necessary fruits of the seeds sown for the last few years, there will be scenes of carnage that will throw a shadow. we have no doubt in months every bank debt to be fully contested in our court."
preciv43,0,"frank leslie's newspaper. the last issue of this sheet, among other things, contains what purports to be an illustration of the lynching of jas. b. bunnings, at chappell's depot, on the greenville railroad. the locality, we are informed, is correctly represented. the lynching and hanging of the individual named is simply an invention of leslie or one of his contributors. no such thing ever occurred. besides this lying illustration there is an abominable editorial paragraph reflecting upon the south. mr."
preciv430,0,"in land of liberty, they think there are no laws, and only learn their existence by feeling their punishment. there is not paper that we open but mentions the enforcement of our statutes and the spirit of our constitution; and the demon that stalks through the western and southern country derives its appellation from foreigner. we mean lynch law. dutch' at the liberal exercise of their newly acquired and well understood rights. from the new orleans picayune a fatal attempt at lynching. vicksburg has been the scene of another disorderly and illegal proceeding, which resulted in bloodshed and death. the particulars are given at full length in the register of saturday last; but we have room merely for general notice of the affair. it seems that some ten or fifteen persons, ardent lovers of justice and social order, armed themselves with muskets, ropes, etc., and proceeded, about 1 o'clock on thursday night the 23rd ult., to inflict summary justice upon a family of four germans, named flekenstein, (a father and three sons,) who lived in the upper part of the town, and who, it was said, kept a disorderly house."
preciv431,0,"lynch law powerizing lee, the monster recently sentenced to two years in imprisonment in the penitentiary at baton rouge by the criminal court of new orleans for an outrage upon his wife too horrible for description, was on monday last brought up to the first mentioned town in the steamer levant, to be incarcerated pursuant to sentence immediately after his landing, he was taken from the guard that had him in custody by number of the most respectable citizens of the place and powerized, after which he was returned to the proper authorities, and at the last accounts was lying in very dangerous situation. his recovery is considered extremely doubtful. we do not think that there are any circumstances that will justify 'lynch law' but all the vile brutes we ever heard of, this man lee is the vilest; and it is certainly some extenuation of the conduct of the citizens of baton rouge to know that the laws of the state scarcely contemplated crime so horrible as that for which the monster was tried, and consequently the legal punishment was not at all adequate to the offense. whether our neighbors acted right or wrong, we shall not pretend to decide; but lee deserves no sympathy. hanging would have been good for him."
preciv432,0,"infamous. - a few days ago, a sum of money was stolen near kosciusko, mississippi. a black girl, who professed to know all about the circumstances, charged a respectable white person with being the thief. upon her testimony, the citizens seized him, tied him to a tree and 'lynched' him with extreme severity: looking on, men exclaiming - 'give it to him! he has the money! he is the thief and will soon confess!' the lynchers found, however, after nearly killing their victim, that he would confess nothing and he was at length released, torn, bleeding, and unable to stand."
preciv432,1,"the whole sum was found in his possession and that of the wench on whose false testimony the innocent man had been so horribly mutilated. this occurrence should be a memorable lesson to all who are disposed to take the vengeance of the law into their own hands. the atrocious practice of lynching deserves to be stamped with the indignation of men and the wrath of god. every actor in the bloody tragedy at kosciusko should at once be driven forth an exile from society and all its sympathies.-louisville journal. a hard hit.-the following very impressive part of governor ritner's late proclamation the 'globe,' it is stated, omitted in the copy it published. it is truth not agreeable to the hard money in power: 'the only paper issues in circulation and not convertible into specie at the place where issued, will be those of the national government.'"
preciv433,0,"it will be remembered by our readers that in speaking in a late number of the native american of the scene lately exhibited in philadelphia when the abolition hall, as some call it, was burnt. we united with others in condemning the practice of mobbing, lynching, etc. we took occasion then in closing our remarks to say that after all we can conceive of possible cases in which we should deprecate the cause as much as the consequences of mob. the following is precisely one of such cases as falls within the jurisdiction of judge lynch. the conduct of this titled pretender is a sample of foreign grandeeism. the native american in its strongest tone, does not speak loud against foreigners as speaks their own conduct. justifiable lynching. the following account is from the new york star: as it may be of service to the humble minsters of foreign nunnery with which our city is somewhat infested. we copy it entire for their especial edification. - balt. sun."
preciv435,0,"the house went into committee of the whole, had the child in the midst of them, and everyone we believe was satisfied of his whiteness and his title to his freedom. macon telegraph. lynch law - on tuesday evening the 25th ult. it was reported at the town of warren, ky. that an individual who lives about a mile from that town, had whipped his wife most unmercifully, and that she was not expected to live. this of course, raised considerable excitement among the citizens, and some time after dark, a number of persons went and brought the individual to town. a sham trial was held over him, judge lynch presiding, and the unfortunate prisoner was sentenced to be stripped, tied to a post, and to receive one hundred lashes with a rawhide which sentence was immediately put into execution. we understand that communication has been addressed by the secretary of state of the united states, by direction of the president, to the governor of this state, requesting his attention to any movements, growing out of the present contest in the canadas, that may violate the laws of the united states, passed to preserve the relations of amity with foreign powers and fulfill the obligations of our treaties with them, and requesting also his prompt interference to arrest the parties concerned, if any preparations are made of a hostile nature against any foreign power in amity with the united states. similar communications have been addressed to the executives of vermont and michigan, and to the district attorneys and marshals of those states and of this. albany argus."
